message,clean_text,intent_label
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,my house here e sky quite dark liao  if raining then got excuse not 2 run already rite  hee,0
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",sorry  left phone upstairs  ok  might be hectic but would be all my birds with one fell swoop  it s a date,0
* Thought I didn't see you.,thought i didn t see you,0
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,wamma get laid want real doggin locations sent direct to your mobile  join the uks largest dogging network  txt dogs to 69696 now nyt  ec2a  3lp  1 50 msg,1
Carlos says we can pick up from him later so yeah we're set,carlos says we can pick up from him later so yeah we re set,0
"Hey babe, my friend had to cancel, still up for a visit ?",hey babe  my friend had to cancel  still up for a visit,0
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request  maangalyam  alaipayuthe  has been set as your callertune for all callers  press  9 to copy your friends callertune,0
Hmm ill have to think about it... ok you're forgiven! =D,hmm ill have to think about it  ok you re forgiven   d,0
"We are hoping to get away by 7, from Langport. You still up for town tonight?",we are hoping to get away by 7  from langport  you still up for town tonight,0
Want to send me a virtual hug?... I need one,want to send me a virtual hug  i need one,0
"Probably not, still going over some stuff here",probably not  still going over some stuff here,0
It has issues right now. Ill fix for her by tomorrow.,it has issues right now  ill fix for her by tomorrow,0
Why i come in between you people,why i come in between you people,0
Senthil group company Apnt 5pm.,senthil group company apnt 5pm,2
Oh really?? Did you make it on air? What's your talent?,oh really  did you make it on air  what s your talent,0
Studying. But i.ll be free next weekend.,studying  but i ll be free next weekend,0
R u here yet? I'm wearing blue shirt n black pants.,r u here yet  i m wearing blue shirt n black pants,0
Wait.i will come out.. &lt;#&gt;  min:),wait i will come out   lt gt   min,0
I will reach ur home in  &lt;#&gt;  minutes,i will reach ur home in   lt gt   minutes,0
Well then you have a great weekend!,well then you have a great weekend,0
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",what are you doing in langport  sorry  but i ll probably be in bed by 9pm  it sucks being ill at xmas  when do you and go2sri lanka,0
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",frnd s not juz a word not merely a relationship its a silent promise which says     i will be with you   wherevr  whenevr  forevr  gudnyt dear,0
Huh? 6 also cannot? Then only how many mistakes?,huh  6 also cannot  then only how many mistakes,0
Ha... U jus ate honey ar? So sweet...,ha  u jus ate honey ar  so sweet,0
I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,i m turning off my phone  my moms telling everyone i have cancer  and my sister won t stop calling  it hurts to talk  can t put up with it  see u when u get home  love u,2
"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",honey   sweetheart   darling   sexy buns   sugar plum   loverboy   i miss you  boytoy    smacks your ass  did you go to the gym too,0
Thanks for loving me so. You rock,thanks for loving me so  you rock,0
Yeah imma come over cause jay wants to do some drugs,yeah imma come over cause jay wants to do some drugs,0
Ok thanx... Take care then...,ok thanx  take care then,0
Yup. Thk of u oso boring wat.,yup  thk of u oso boring wat,0
" came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",came to look at the flat  seems ok  in his 50s    is away alot wiv work  got woman coming at 6 30 too,0
Moji just informed me that you saved our lives. Thanks.,moji just informed me that you saved our lives  thanks,0
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16,2
Whos this am in class:-),whos this am in class,0
Hey r ü still online? I've finished the formatting...,hey r   still online  i ve finished the formatting,0
Great! So what attracts you to the brothas?,great  so what attracts you to the brothas,0
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,promotion number  8714714   ur awarded a city break and could win a  200 summer shopping spree every wk  txt store to 88039   skilgme  tscs087147403231winawk age16  1 50perwksub,0
Stupid.its not possible,stupid its not possible,0
I cant pick the phone right now. Pls send a message,i cant pick the phone right now  pls send a message,0
LOL what happens in Vegas stays in vegas,lol what happens in vegas stays in vegas,0
"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",hello  hello  hi lou sorry it took so long 2 reply  i left mobile at friends in lancaster  just got it bak neway im sorry i couldn t make ur b day 2 hun,1
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,when did i use soc  i use it only at home    dunno how 2 type it in word ar,0
Dad says hurry the hell up,dad says hurry the hell up,0
Wake me up at  &lt;#&gt;  am morning:),wake me up at   lt gt   am morning,0
"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",i get out of class in bsn in like   lt gt   minutes  you know where advising is,0
Great! I shoot big loads so get ready!,great  i shoot big loads so get ready,0
I'll meet you in the lobby,i ll meet you in the lobby,0
You still coming tonight?,you still coming tonight,0
What happen dear tell me,what happen dear tell me,0
"Sir, i am waiting for your call, once free please call me.",sir  i am waiting for your call  once free please call me,2
No i am not having not any movies in my laptop,no i am not having not any movies in my laptop,0
I was about to do it when i texted. I finished a long time ago and showered and er'ything!,i was about to do it when i texted  i finished a long time ago and showered and er ything,0
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly  love me xxx,1
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",hello  as per request from   lt gt   rs 5 has been transfered to you,0
I am in tirupur.  call you da.,i am in tirupur   call you da,0
You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,you are a winner you have been specially selected to receive  1000 cash or a  2000 award  speak to a live operator to claim call 087147123779am 7pm  cost 10p,2
S:)but he had some luck.2 catches put down:),s but he had some luck 2 catches put down,0
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe  did   specify da domain as nusstu    still in sch,0
Oh...i asked for fun. Haha...take care. ü,oh i asked for fun  haha take care,0
Shall i get my pouch?,shall i get my pouch,0
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,hey loverboy  i love you   i had to tell   i look at your picture and ache to feel you between my legs   fuck i want you   i need you   i crave you,0
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",how is my boy  no sweet words left for me this morning    sighs    how goes you day  my love   did you start your studying,0
Kent vale lor... Ü wait 4 me there ar?,kent vale lor    wait 4 me there ar,0
Ok. Very good. Its all about making that money.,ok  very good  its all about making that money,0
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),reading gud habit  nan bari hudgi yorge pataistha ertini kano,0
Aight do you still want to get money,aight do you still want to get money,0
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618 3 per week stop sms 08718727870,0
Ok.ok ok..then..whats ur todays plan,ok ok ok then whats ur todays plan,0
ARE YOU IN TOWN? THIS IS V. IMPORTANT,are you in town  this is v  important,0
"Sorry pa, i dont knw who ru pa?",sorry pa  i dont knw who ru pa,0
Wat u doing there?,wat u doing there,0
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,if i not meeting   all rite then i ll go home lor  if   dun feel like comin it s ok,0
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",oh  i will get paid  the most outstanding one is for a commercial i did for hasbro in august  they made us jump through so many hoops to get paid  still not,0
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",i am late so call you tomorrow morning take care sweet dreams u and me ummifying bye,0
Networking technical support associate.,networking technical support associate,0
I'm gonna rip out my uterus.,i m gonna rip out my uterus,0
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,cool  do you like swimming  i have a pool and jacuzzi at my house,0
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks for your ringtone order  reference number x49  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182  from   colour red text colour txtstar,1
"Yeah why not, is the gang all ready",yeah why not  is the gang all ready,0
Blank is Blank. But wat is blank? Lol,blank is blank  but wat is blank  lol,0
I'm in a movie... Collect car oredi...,i m in a movie  collect car oredi,0
We left already we at orchard now.,we left already we at orchard now,0
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",hi there  2nights ur lucky night  uve been invited 2 xchat  the uks wildest chat  txt chat to 86688 now  150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs,0
Nothing spl..wat abt u and whr ru?,nothing spl wat abt u and whr ru,0
No chikku nt yet.. Ya i'm free,no chikku nt yet  ya i m free,0
"Aldrine, rakhesh ex RTM here.pls call.urgent.",aldrine  rakhesh ex rtm here pls call urgent,2
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,the search 4 happiness is 1 of d main sources of unhappiness  accept life the way it comes  u will find happiness in every moment u live,0
I'm at home. Please call,i m at home  please call,0
"I guess you could be as good an excuse as any, lol.",i guess you could be as good an excuse as any  lol,0
"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",isn t frnd a necesity in life  imagine urself witout a frnd  hw d u feel at ur colleg  wat ll u do wth ur cell  wat abt functions  thnk abt events espe ll cared  missed  amp  irritated u  4wrd it to all those dear loving frnds wthout whom u cant live  i jst did it  takecare  goodmorning,0
Gud mrng dear hav a nice day,gud mrng dear hav a nice day,0
Old Orchard near univ. How about you?,old orchard near univ  how about you,0
"4 tacos + 1 rajas burrito, right?",4 tacos   1 rajas burrito  right,0
"It‘s £6 to get in, is that ok?",it s  6 to get in  is that ok,0
Hows the street where the end of library walk is?,hows the street where the end of library walk is,0
"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note  if anyone calling from a mobile co   amp  asks u to type    lt gt   or    lt gt    do not do so  disconnect the call coz it iz an attempt of  terrorist  to make use of the sim card no  itz confirmd by nokia n motorola n has been verified by cnn ibn,1
We stopped to get ice cream and will go back after,we stopped to get ice cream and will go back after,0
Did you stitch his trouser,did you stitch his trouser,0
No da. . Vijay going to talk in jaya tv,no da    vijay going to talk in jaya tv,0
2/2 146tf150p,2 2 146tf150p,0
Hey i'm bored... So i'm thinking of u... So wat r u doing?,hey i m bored  so i m thinking of u  so wat r u doing,0
"Nah, Wednesday. When should I bring the mini cheetos bag over?",nah  wednesday  when should i bring the mini cheetos bag over,0
Nobody names their penis a girls name this story doesn't add up at all,nobody names their penis a girls name this story doesn t add up at all,0
"Aight, let me know when you're gonna be around usf",aight  let me know when you re gonna be around usf,0
I'm not. She lip synced with shangela.,i m not  she lip synced with shangela,0
Ü neva tell me how i noe... I'm not at home in da aft wat... ,neva tell me how i noe  i m not at home in da aft wat,0
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",a bit of ur smile is my hppnss  a drop of ur tear is my sorrow  a part of ur heart is my life  a heart like mine wil care for u  forevr as my goodfriend,0
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680  when booking quote 1st class x 2,2
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",buzz  hey  my love   i think of you and hope your day goes well  did you sleep in   i miss you babe  i long for the moment we are together again loving smile,0
"Haha... Sounds crazy, dunno can tahan anot...",haha  sounds crazy  dunno can tahan anot,0
Why are u up so early?,why are u up so early,0
Ya that one is slow as poo,ya that one is slow as poo,0
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,bloomberg  message center  447797706009 why wait  apply for your future  bloomberg com,0
Im on gloucesterroad what are uup to later?,im on gloucesterroad what are uup to later,0
Yes:)here tv is always available in work place..,yes here tv is always available in work place,0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg,0
Lol no ouch but wish i'd stayed out a bit longer,lol no ouch but wish i d stayed out a bit longer,0
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",god asked   what is forgiveness  a little child gave lovely reply   it is d wonderful fruit that a tree gives when it is being hurt by a stone  good night,0
We'll join the  &lt;#&gt;  bus,we ll join the   lt gt   bus,0
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,was just about to ask  will keep this one  maybe that s why you didn t get all the messages we sent you on glo,0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16,0
K.i will send in  &lt;#&gt;  min:),k i will send in   lt gt   min,0
Would me smoking you out help us work through this difficult time,would me smoking you out help us work through this difficult time,0
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",someone u know has asked our dating service 2 contact you  cant guess who  call 09058095107 now all will be revealed  pobox 7  s3xy 150p,0
Yes.mum lookin strong:),yes mum lookin strong,0
"Sir Goodmorning, Once free call me.",sir goodmorning  once free call me,2
Where are you call me.,where are you call me,0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,was gr8 to see that message  so when r u leaving  congrats dear  what school and wat r ur plans,0
Love it! The girls at the office may wonder why you are smiling but sore...,love it  the girls at the office may wonder why you are smiling but sore,0
"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",hi  wlcome back  did wonder if you got eaten by a lion or something  nothing much,0
Does uncle timi help in clearing cars,does uncle timi help in clearing cars,0
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,i came hostel  i m going to sleep  plz call me up before class  hrishi,0
Ok... But bag again..,ok  but bag again,0
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi  you just spoke to maneesha v  we d like to know if you were satisfied with the experience  reply toll free with yes or no,0
Ok lor. Msg me b4 u call.,ok lor  msg me b4 u call,0
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp txt 1st 5free   1 50 increments  help08718728876,0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",once a fishrman woke early in d mrng  it was very dark  he waited a while  amp  found a sack ful of stones  he strtd throwin thm in2 d sea 2 pass time  atlast he had jus 1stone  sun rose up  amp  he found out tht those r nt stones  those were diamonds  moral dont wake up early in d mrng  good night,0
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",claim a 200 shopping spree  just call 08717895698 now  have you won  mobstorequiz10ppm,2
Then ur physics get a-?,then ur physics get a,0
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",dear friends  sorry for the late information  today is the birthday of our loving ar praveesh  for more details log on to face book and see  its his number    lt gt    dont miss a delicious treat,0
How r ü going to send it to me?,how r   going to send it to me,0
Can you do online transaction?,can you do online transaction,0
Dear got train and seat mine lower seat,dear got train and seat mine lower seat,0
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let me know if you need anything else  salad or desert or something  how many beers shall i get,0
Wat r u doing?,wat r u doing,0
WHORE YOU ARE UNBELIEVABLE.,whore you are unbelievable,0
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply,1
"Are you sure you don't mean ""get here, we made you hold all the weed""",are you sure you don t mean  get here  we made you hold all the weed,0
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",i love you   you know  can you feel it  does it make your belly warm  i wish it does  my love   i shall meet you in your dreams  ahmad    adoring kiss,0
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",twinks  bears  scallies  skins and jocks are calling now  don t miss the weekend s fun  call 08712466669 at 10p min  2 stop texts call 08712460324 nat rate,0
Love it! I want to flood that pretty pussy with cum...,love it  i want to flood that pretty pussy with cum,0
Hey are you angry with me. Reply me dr.,hey are you angry with me  reply me dr,0
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",short but cute   be a good person  but dont try to prove it   gud noon,0
Also remember the beads don't come off. Ever.,also remember the beads don t come off  ever,0
They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,they have a thread on the wishlist section of the forums where ppl post nitro requests  start from the last page and collect from the bottom up,0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,for the first time in the history  need   comfort  and  luxury  are sold at same price in india  onion rs   lt gt   petrol rs   lt gt   beer rs   lt gt   shesil   lt gt,0
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",feb   lt gt   is  i love u  day  send dis to all ur  valued frnds  evn me  if 3 comes back u ll gt married d person u luv  if u ignore dis u will lose ur luv 4 evr,0
"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",actually nvm  got hella cash  we still on for   lt gt  ish,0
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset  750 anytime any networks mins  unlimited text  camcorder  reply or call 08000930705 now,2
"It's ok, at least armand's still around",it s ok  at least armand s still around,0
No da. I am happy that we sit together na,no da  i am happy that we sit together na,0
Yup song bro. No creative. Neva test quality. He said check review online.,yup song bro  no creative  neva test quality  he said check review online,0
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",no dude  its not fake my frnds got money  thts y i m reffering u if u member wit my mail link  u vl be credited   lt gt  rs and il be getiing   lt gt  rs i can draw my acc wen it is   lt gt  rs,2
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,dude while were makin those weirdy brownies my sister made awesome cookies  i took pics,0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,urgent  we are trying to contact you  last weekends draw shows that you have won a  900 prize guaranteed  call 09061701851  claim code k61  valid 12hours only,2
Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict her from eating anythin she likes for the next two days,0
Mm you ask him to come its enough :-),mm you ask him to come its enough,0
At the funeral home with Audrey and dad,at the funeral home with audrey and dad,0
"Aight, can you text me the address?",aight  can you text me the address,0
Excellent! Wish we were together right now!,excellent  wish we were together right now,0
Yep then is fine 7.30 or 8.30 for ice age.,yep then is fine 7 30 or 8 30 for ice age,0
Pls i wont belive god.not only jesus.,pls i wont belive god not only jesus,0
Can. Dunno wat to get 4 her...,can  dunno wat to get 4 her,0
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",not yet chikku k  then wat abt tht guy did he stopped irritating or msging to u,0
How long does it take to get it.,how long does it take to get it,0
This is my number by vivek..,this is my number by vivek,0
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,74355 xmas iscoming   ur awarded either  500 cd gift vouchers   free entry 2 r  100 weekly draw txt music to 87066 tnc,0
"sorry brah, just finished the last of my exams, what up",sorry brah  just finished the last of my exams  what up,0
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",i got arrested for possession at  i shit you not    lt time gt   pm,0
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,you are right though  i can t give you the space you want and need  this is really starting to become an issue  i was going to suggest setting a definite move out if i m still there  after greece  but maybe you are ready and should do it now,0
Just normal only here :),just normal only here,0
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",please protect yourself from e threats  sib never asks for sensitive information like passwords atm sms pin thru email  never share your password with anybody,1
I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,i miss you so much i m so desparate i have recorded the message you left for me the other day and listen to it just to hear the sound of your voice  i love you,0
Hi. I'm always online on yahoo and would like to chat with you someday,hi  i m always online on yahoo and would like to chat with you someday,0
"Goodmorning,my grandfather expired..so am on leave today.",goodmorning my grandfather expired so am on leave today,0
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs www smsco net cost 3 75max,2
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,where are you   what are you doing   are yuou working on getting the pc to your mom s   did you find a spot that it would work   i need you,0
"Sure, I'll see if I can come by in a bit",sure  i ll see if i can come by in a bit,0
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,i agree  so i can stop thinkin about ipad  can you please ask macho the same question,0
Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,let s pool our money together and buy a bunch of lotto tickets  if we win i get  lt gt    u get  lt gt    deal,1
I had askd u a question some hours before. Its answer,i had askd u a question some hours before  its answer,0
Watching tv lor. Nice one then i like lor.,watching tv lor  nice one then i like lor,0
I'm thinking that chennai forgot to come for auction..,i m thinking that chennai forgot to come for auction,0
Then ü come n pick me at 530 ar?,then   come n pick me at 530 ar,0
Early bird! Any purchases yet?,early bird  any purchases yet,0
Went to pay rent. So i had to go to the bank to authorise the payment.,went to pay rent  so i had to go to the bank to authorise the payment,0
"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",erm   ill pick you up at about 6 45pm  that ll give enough time to get there  park and that,0
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,hey mate  hows u honey did u ave good holiday  gimmi de goss x,0
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,howz pain it will come down today do as i said ystrday ice and medicine,0
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",chile  please  it s only a   lt decimal gt   hour drive for me  i come down all the time and will be subletting feb april for audition season,0
Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,yes ammae life takes lot of turns you can only sit and try to hold the steering,0
"Yeah that's what I thought, lemme know if anything's goin on later",yeah that s what i thought  lemme know if anything s goin on later,0
Mmmm.... I cant wait to lick it!,mmmm  i cant wait to lick it,0
Pls go there today  &lt;#&gt; . I dont want any excuses,pls go there today   lt gt    i dont want any excuses,0
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football is back on your tv  go to sky gamestar on sky active and play  250k dream team  scoring starts on saturday  so register now sky opt out to 88088,0
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,can you plz tell me the ans  bslvyl sent via fullonsms com,1
U in town alone?,u in town alone,0
I to am looking forward to all the sex cuddling.. Only two more sleeps ,i to am looking forward to all the sex cuddling  only two more sleeps,0
We have all rounder:)so not required:),we have all rounder so not required,0
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",no  its true k do u knw dis no   lt gt,0
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",dont worry  1 day very big lambu ji vl come til then enjoy batchlor party,0
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,oh ya  got hip hop open  haha i was thinking can go for jazz then zoom to cine  actually tonight i m free leh  and there s a kb lesson tonight,0
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,free msg  single  find a partner in your area  1000s of real people are waiting to chat now send chat to 62220cncl send stopcs 08717890890 1 50 per msg,0
I'm ok. Will do my part tomorrow,i m ok  will do my part tomorrow,0
"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",no  but we found a diff farm shop to buy some cheese  on way back now  can i call in,0
R u still working now?,r u still working now,0
"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win the newest  harry potter and the order of the phoenix  book 5  reply harry  answer 5 questions   chance to be the first among readers,0
Yep. I do like the pink furniture tho.,yep  i do like the pink furniture tho,0
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,free msg  ringtone from   widelive com index  wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05,0
"Customer place, i wil cal u sir.",customer place  i wil cal u sir,0
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",oh my god  i ve found your number again  i m so glad  text me back xafter this msgs cst std ntwk chg  1 50,0
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),a pure hearted person can have a wonderful smile that makes even his her enemies to feel guilty for being an enemy  so catch the world with your smile  goodmorning  amp  have a smiley sunday,0
